pays,ville,code postal
FR,ST MARTIN DU FOUILLOUX,49170
FR,ST REMY LA VARENNE,49250
FR,ST SATURNIN SUR LOIRE,49320
FR,VERRIERES EN ANJOU,49480
FR,SCEAUX D ANJOU,49330
FR,SEGRE,49500
FR,SERMAISE,49140
FR,BELLEVIGNE EN LAYON,49380
FR,TREMENTINES,49340
FR,LES ULMES,49700
FR,VARENNES SUR LOIRE,49730
FR,VERRIE,49400
FR,VEZINS,49340
FR,AGNEAUX,50180
FR,ANNEVILLE SUR MER,50560
FR,ANNOVILLE,50660
FR,AUCEY LA PLAINE,50170
FR,AUDERVILLE,50440
FR,AUMEVILLE LESTRE,50630
FR,BARENTON,50720
FR,BARFLEUR,50760
FR,LA BARRE DE SEMILLY,50810
FR,BELLEFONTAINE,50520
FR,BENOITVILLE,50340
FR,LA BONNEVILLE,50360
FR,BREVANDS,50500
FR,BROUAINS,50150
FR,BUAIS LES MONTS,50640
FR,CANVILLE LA ROCQUE,50580
FR,CARENTAN LES MARAIS,50480
FR,CARENTAN LES MARAIS,50500
FR,CARNEVILLE,50330
FR,CARQUEBUT,50480
FR,CHAMPREPUS,50800
FR,CHANTELOUP,50510
FR,CHASSEGUEY,50520
FR,CHERBOURG EN COTENTIN,50100
FR,CHERBOURG EN COTENTIN,50120
FR,CHERBOURG EN COTENTIN,50130
FR,CROTELLES,37380
FR,L ILE BOUCHARD,37220
FR,JOUE LES TOURS,37300
FR,LARCAY,37270
FR,LE LIEGE,37460
FR,LIGRE,37500
FR,LIMERAY,37530
FR,LUYNES,37230
FR,MARIGNY MARMANDE,37120
FR,MARRAY,37370
FR,LA MEMBROLLE SUR CHOISILLE,37390
FR,METTRAY,37390
FR,MONTRESOR,37460
FR,MORAND,37110
FR,NEUILLE LE LIERRE,37380
FR,NEUVY LE ROI,37370
FR,ST CHRISTOPHE SUR LE NAIS,37370
FR,ST ETIENNE DE CHIGNY,37230
FR,ST HIPPOLYTE,37600
FR,ST LAURENT DE LIN,37330
FR,ST NICOLAS DES MOTETS,37110
FR,ST OUEN LES VIGNES,37530
FR,ST ROCH,37390
FR,ST SENOCH,37600
FR,SENNEVIERES,37600
FR,SEPMES,37800
FR,TAUXIGNY,37310
FR,TOURS,37100
FR,TOURS,37200
FR,TRUYES,37320
FR,VALLERES,37190
FR,VERNEUIL LE CHATEAU,37120
FR,VILLEBOURG,37370
FR,VOUVRAY,37210
FR,YZEURES SUR CREUSE,37290
FR,LES ABRETS EN DAUPHINE,38490
FR,AGNIN,38150
FR,ANJOU,38150
FR,AUBERIVES SUR VAREZE,38550
FR,LES AVENIERES VEYRINS THUELLIN,38630
FR,BEAUVOIR DE MARC,38440
FR,BEVENAIS,38690
FR,BIOL,38690
FR,BLANDIN,38730
FR,BONNEFAMILLE,38090
FR,BOSSIEU,38260
FR,BOUGE CHAMBALUD,38150
FR,LE BOURG D OISANS,38520
FR,CHAMAGNIEU,38460
FR,LA CHAPELLE DE SURIEU,38150
FR,CHATENAY,38980
FR,CHATONNAY,38440
FR,CHEVRIERES,38160
FR,LE CHEYLAS,38570
FR,CHOZEAU,38460
FR,CLONAS SUR VAREZE,38550
FR,ST MARTIN DE LA CLUZE,38650
FR,COLOMBE,38690
FR,COMMELLE,38260
FR,CORBELIN,38630
FR,COUBLEVIE,38500
FR,COURTENAY,38510
FR,CRAS,38210
FR,CREYS MEPIEU,38510
FR,CULIN,38300
FR,DIZIMIEU,38460
FR,DOMARIN,38300
FR,ECLOSE BADINIERES,38300
FR,LES EPARRES,38300
FR,EYDOCHE,38690
FR,FARAMANS,38260
FR,FAVERGES DE LA TOUR,38110
FR,FLACHERES,38690
FR,LA GARDE,38520
FR,GRENOBLE,38100
FR,JARCIEU,38270
FR,LEYRIEU,38460
FR,LIEUDIEU,38440
FR,LIVET ET GAVET,38220
FR,LUZINAY,38200
FR,MALLEVAL EN VERCORS,38470
FR,MARCOLLIN,38270
FR,MARNANS,38980
FR,MAUBEC,38300
FR,MIZOEN,38142
FR,MONTALIEU VERCIEU,38390
FR,LA MOTTE ST MARTIN,38770
FR,MURIANETTE,38420
FR,OPTEVOZ,38460
FR,OZ,38114
FR,PANISSAGE,38730
FR,PERCY,38930
FR,LA PIERRE,38570
FR,VERETZ,37270
FR,VILLAINES LES ROCHERS,37190
FR,VILLIERS AU BOUIN,37330
FR,VOU,37240
FR,L ALBENC,38470
FR,ALLEVARD,38580
FR,ANNOISIN CHATELANS,38460
FR,ARANDON,38510
FR,AURIS,38142
FR,LA BALME LES GROTTES,38390
FR,BEAUCROISSANT,38140
FR,BEAUFORT,38270
FR,BEAULIEU,38470
FR,BEAUVOIR EN ROYANS,38160
FR,BESSE,38142
FR,BIVIERS,38330
FR,BRESSIEUX,38870
FR,BRIE ET ANGONNES,38320
FR,LA BUISSIERE,38530
FR,CHABONS,38690
FR,CHANTESSE,38470
FR,CHAPAREILLAN,38530
FR,CHARANTONNAY,38790
FR,CHARAVINES,38850
FR,CHARVIEU CHAVAGNEUX,38230
FR,CHASSIGNIEU,38730
FR,CHATEAUVILAIN,38300
FR,CHEYSSIEU,38550
FR,CHICHILIANNE,38930
FR,CHOLONGE,38220
FR,CHONAS L AMBALLAN,38121
FR,ENGINS,38360
FR,EYBENS,38320
FR,GIERES,38610
FR,GILLONNAY,38260
FR,LE GRAND LEMPS,38690
FR,GRANIEU,38490
FR,HIERES SUR AMBY,38118
FR,JANNEYRIAS,38280
FR,JARRIE,38560
FR,LAFFREY,38220
FR,LAVALDENS,38350
FR,MARCIEU,38350
FR,MARCILLOLES,38260
FR,MASSIEU,38620
FR,MEYSSIEZ,38440
FR,MIRIBEL LES ECHELLES,38380
FR,MOIDIEU DETOURBE,38440
FR,MONESTIER D AMBEL,38970
FR,LE MONESTIER DU PERCY,38930
FR,MONTFERRAT,38620
FR,LA MOTTE D AVEILLANS,38770
FR,MOTTIER,38260
FR,NANTES EN RATIER,38350
FR,PANOSSAS,38460
FR,PENOL,38260
FR,PORCIEU AMBLAGNIEU,38390
FR,PREBOIS,38710
FR,PRESLES,38680
FR,PROVEYSIEUX,38120
FR,RIVES,38140
FR,LA RIVIERE,38210
FR,ROCHE,38090
FR,ROUSSILLON,38150
FR,STE AGNES,38190
FR,ST ALBIN DE VAULSERRE,38480
FR,STE BLANDINE,38110
FR,ST ETIENNE DE CROSSEY,38960
FR,ST JEAN D AVELANNE,38480
FR,ST JEAN DE MOIRANS,38430
FR,ST JEAN LE VIEUX,38420
FR,ST JOSEPH DE RIVIERE,38134
FR,ST JULIEN DE RAZ,38134
FR,ST JUST CHALEYSSIN,38540
FR,ST MARCELLIN,38160
FR,STE MARIE D ALLOIX,38660
FR,ST MAURICE EN TRIEVES,38930
FR,ST MAURICE L EXIL,38550
FR,ST NICOLAS DE MACHERIN,38500
FR,ST NIZIER DU MOUCHEROTTE,38250
FR,ST PAUL D IZEAUX,38140
FR,ST SIMEON DE BRESSIEUX,38870
FR,SERMERIEU,38510
FR,SEYSSUEL,38200
FR,SOLEYMIEU,38460
FR,LA SONE,38840
FR,LE TOUVET,38660
FR,TREMINIS,38710
FR,TREPT,38460
FR,LA TRONCHE,38700
FR,TULLINS,38210
FR,VELANNE,38620
FR,VEYSSILIEU,38460
FR,VIF,38450
FR,MAZOIRES,63420
FR,MEDEYROLLES,63220
FR,MEILHAUD,63320
FR,MOISSAT,63190
FR,MONTAIGUT,63700
FR,MONTPEYROUX,63114
FR,MUROL,63790
FR,NESCHERS,63320
FR,NEUF EGLISE,63560
FR,NONETTE ORSONNETTE,63340
FR,OLLIERGUES,63880
FR,OLMET,63880
FR,ORCIVAL,63210
FR,PICHERANDE,63113
FR,PIONSAT,63330
FR,PLAUZAT,63730
FR,PONT DU CHATEAU,63430
FR,QUEUILLE,63780
FR,LA RENAUDIE,63930
FR,ROCHE CHARLES LA MAYRAND,63420
FR,LA ROCHE NOIRE,63800
FR,ST ALYRE D ARLANC,63220
FR,ST ALYRE ES MONTAGNE,63420
FR,ST AMANT TALLENDE,63450
FR,ST BONNET LE BOURG,63630
FR,STE CHRISTINE,63390
FR,ST ELOY LA GLACIERE,63890
FR,ST ELOY LES MINES,63700
FR,ST GENES CHAMPANELLE,63122
FR,BIDING,57660
FR,BINING,57410
FR,BLIES GUERSVILLER,57200
FR,BOUSBACH,57460
FR,BOUSSE,57310
FR,BOUSTROFF,57380
FR,BROUDERDORFF,57565
FR,BUDING,57920
FR,BUDLING,57970
FR,CARLING,57490
FR,CHANVILLE,57580
FR,CHEMINOT,57420
FR,COINCY,57530
FR,COIN LES CUVRY,57420
FR,COLLIGNY,57530
FR,COLMEN,57320
FR,CONDE NORTHEN,57220
FR,CUTTING,57260
FR,DANNE ET QUATRE VENTS,57370
FR,DIFFEMBACH LES HELLIMER,57660
FR,DISTROFF,57925
FR,EBLANGE,57220
FR,ERCHING,57720
FR,ETTING,57412
FR,FAILLY,57640
FR,FAULQUEMONT,57380
FR,FLOCOURT,57580
FR,FOULIGNY,57220
FR,FRANCALTROFF,57670
FR,FRAQUELFING,57790
FR,FREISTROFF,57320
FR,FRIBOURG,57810
FR,GARREBOURG,57820
FR,GERBECOURT,57170
FR,GONDREXANGE,57815
FR,GUEBESTROFF,57260
FR,GUEBLING,57260
FR,GUENANGE,57310
FR,GUESSLING HEMERING,57380
FR,HALLERING,57690
FR,HANGVILLER,57370
FR,HARGARTEN AUX MINES,57550
FR,HAYANGE,57700
FR,HELLERING LES FENETRANGE,57930
FR,HELLIMER,57660
FR,HENRIDORFF,57820
FR,HERTZING,57830
FR,HESSE,57400
FR,HETTANGE GRANDE,57330
FR,HILBESHEIM,57400
FR,HOSTE,57510
FR,HUNDLING,57990
FR,HUNTING,57480
FR,ILLANGE,57970
FR,IPPLING,57990
FR,JUVILLE,57590
FR,KERLING LES SIERCK,57480
FR,KOENIGSMACKER,57970
FR,LAMBACH,57410
FR,LAUDREFANG,57385
FR,LEYVILLER,57660
FR,LINDRE HAUTE,57260
FR,LONGEVILLE LES METZ,57050
FR,LOUVIGNY,57420
FR,LUBECOURT,57170
FR,MACHEREN,57730
FR,BETHUNE,62400
FR,BIACHE ST VAAST,62118
FR,BIHUCOURT,62121
FR,BILLY MONTIGNY,62420
FR,BIMONT,62650
FR,BLANGERVAL BLANGERMONT,62270
FR,BOFFLES,62390
FR,BOIRY NOTRE DAME,62156
FR,BOUVIGNY BOYEFFLES,62172
FR,BOYELLES,62128
FR,BREVILLERS,62140
FR,BUISSY,62860
FR,CAMIERS,62176
FR,CAMPIGNEULLES LES GRANDES,62170
FR,CAPELLE LES HESDIN,62140
FR,CARVIN,62220
FR,CLAIRMARAIS,62500
FR,CLETY,62380
FR,CONTEVILLE EN TERNOIS,62130
FR,COUIN,62760
FR,COULLEMONT,62158
FR,COURRIERES,62710
FR,CROISETTE,62130
FR,CUCQ,62780
FR,DOUDEAUVILLE,62830
FR,DOUVRIN,62138
FR,DUISANS,62161
FR,DURY,62156
FR,EPERLECQUES,62910
FR,EPINOY,62860
FR,ERNY ST JULIEN,62960
FR,ESSARS,62400
FR,FERFAY,62260
FR,FICHEUX,62173
FR,FLORINGHEM,62550
FR,FONCQUEVILLERS,62111
FR,FONTAINE LES BOULANS,62134
FR,FONTAINE LES CROISILLES,62128
FR,FONTAINE L ETALON,62390
FR,FRAMECOURT,62130
FR,FRENCQ,62630
FR,FREVENT,62270
FR,GAUDIEMPRE,62760
FR,GIVENCHY EN GOHELLE,62580
FR,GIVENCHY LES LA BASSEE,62149
FR,GOMIECOURT,62121
FR,GOUY EN TERNOIS,62127
FR,GOUY ST ANDRE,62870
FR,GRENAY,62160
FR,GREVILLERS,62450
FR,GROFFLIERS,62600
FR,HAISNES,62138
FR,HAUTEVILLE,62810
FR,HENDECOURT LES CAGNICOURT,62182
FR,HENNEVEUX,62142
FR,HERMAVILLE,62690
FR,HERMELINGHEN,62132
FR,HERVELINGHEN,62179
FR,HESDIN,62140
FR,HESDIN L ABBE,62360
FR,HINGES,62232
FR,HUBY ST LEU,62140
FR,HUCQUELIERS,62650
FR,HUMEROEUILLE,62130
FR,INXENT,62170
FR,ISBERGUES,62330
FR,LACRES,62830
FR,LAMBRES,62120
FR,LAPUGNOY,62122
FR,LEDINGHEM,62380
FR,LESPESSES,62190
FR,LEUBRINGHEN,62250
FR,LEULINGHEM,62500
FR,LIGNY LES AIRE,62960
FR,LIGNY THILLOY,62450
FR,LOISON SUR CREQUOISE,62990
FR,LOUCHES,62610
FR,LUMBRES,62380
FR,MAISONCELLE,62310
FR,MANINGHEM,62650
FR,MARCK,62730
FR,MARCONNELLE,62140
FR,MAREST,62550
FR,MARESVILLE,62630
FR,MARQUAY,62127
FR,MARTINPUICH,62450
FR,MENTQUE NORTBECOURT,62890
FR,MERCATEL,62217
FR,MEURCHIN,62410
FR,MONCHIET,62123
FR,MONCHY CAYEUX,62134
FR,MONCHY LE PREUX,62118
FR,MONTCAVREL,62170
FR,MORY,62159
FR,NESLES,62152
FR,NEUFCHATEL HARDELOT,62152
FR,NEUVE CHAPELLE,62840
FR,NEUVILLE BOURJONVAL,62124
FR,COURTILS,50220
FR,COUTANCES,50200
FR,COUVAINS,50680
FR,LES CRESNAYS,50370
FR,DIGULLEVILLE,50440
FR,DOMJEAN,50420
FR,DRAGEY RONTHON,50530
FR,EMONDEVILLE,50310
FR,FLAMANVILLE,50340
FR,FONTENAY SUR MER,50310
FR,LA GODEFROY,50300
FR,LA GOHANNIERE,50300
FR,GONNEVILLE LE THEIL,50330
FR,HAMBYE,50450
FR,HIESVILLE,50480
FR,HOCQUIGNY,50320
FR,HUDIMESNIL,50510
FR,HUISNES SUR MER,50170
FR,JOGANVILLE,50310
FR,LINGREVILLE,50660
FR,LE LOREUR,50510
FR,LE LOREY,50570
FR,MARCHESIEUX,50190
FR,MARGUERAY,50410
FR,MARTINVAST,50690
FR,MEAUTIS,50500
FR,LE MESNILBUS,50490
FR,LE MESNIL OZENNE,50220
FR,LE MESNIL RAINFRAY,50520
FR,LE MESNIL ROUXELIN,50000
FR,LE MESNIL TOVE,50520
FR,LE MESNIL VENERON,50620
FR,LE MESNIL VIGOT,50570
FR,MILLIERES,50190
FR,MONTAIGU LES BOIS,50450
FR,MONTANEL,50240
FR,MONTHUCHON,50200
FR,MONTMARTIN EN GRAIGNES,50620
FR,MONTMARTIN SUR MER,50590
FR,MOON SUR ELLE,50680
FR,MOYON VILLAGES,50420
FR,MUNEVILLE LE BINGARD,50490
FR,NAY,50190
FR,NOTRE DAME DE CENILLY,50210
FR,PERCY EN NORMANDIE,50410
FR,PICAUVILLE,50250
FR,PIROU,50770
FR,PLACY MONTAIGU,50160
FR,POILLEY,50220
FR,RAIDS,50500
FR,RAMPAN,50000
FR,RAVENOVILLE,50480
FR,REGNEVILLE SUR MER,50590
FR,SACEY,50170
FR,ST BRICE,50300
FR,ST FLOXEL,50310
FR,STE GENEVIEVE,50760
FR,ST GEORGES MONTCOCQ,50000
FR,ST GERMAIN D ELLE,50810
FR,ST GILLES,50180
FR,ST HILAIRE DU HARCOUET,50600
FR,ST HILAIRE DU HARCOUET,50730
FR,ST JEAN DE SAVIGNY,50680
FR,ST JEAN DES CHAMPS,50320
FR,ST JEAN DU CORAIL DES BOIS,50370
FR,ST JEAN LE THOMAS,50530
FR,ST LOUET SUR VIRE,50420
FR,STE MARIE DU MONT,50480
FR,STE MERE EGLISE,50480
FR,ST MICHEL DE MONTJOIE,50670
FR,ST OVIN,50300
FR,ST PIERRE D ARTHEGLISE,50270
FR,ST PIERRE DE COUTANCES,50200
FR,ST PIERRE EGLISE,50330
FR,ST SAUVEUR LA POMMERAYE,50510
FR,ST SAUVEUR LE VICOMTE,50390
FR,STE SUZANNE SUR VIRE,50750
FR,SARTILLY BAIE BOCAGE,50530
FR,SENOVILLE,50270
FR,SOTTEVILLE,50340
FR,SURTAINVILLE,50270
FR,TAILLEPIED,50390
FR,TANIS,50170
FR,LE TEILLEUL,50640
FR,TESSY BOCAGE,50420
FR,PLAN,38590
FR,POISAT,38320
FR,PONT EN ROYANS,38680
FR,PRIMARETTE,38270
FR,QUINCIEU,38470
FR,RUY,38300
FR,ST ALBAN DU RHONE,38370
FR,STE ANNE SUR GERVONDE,38440
FR,ST AREY,38350
FR,ST BLAISE DU BUIS,38140
FR,ST BONNET DE CHAVAGNE,38840
FR,ST CHEF,38890
FR,ST CHRISTOPHE EN OISANS,38520
FR,ST CHRISTOPHE SUR GUIERS,38380
FR,ST EGREVE,38120
FR,ST ETIENNE DE ST GEOIRS,38590
FR,ST GEORGES DE COMMIERS,38450
FR,ST HILAIRE DE BRENS,38460
FR,ST HILAIRE DU ROSIER,38840
FR,ST JEAN DE BOURNAY,38440
FR,ST JEAN D HERANS,38710
FR,ST JULIEN DE L HERMS,38122
FR,ST LAURENT DU PONT,38380
FR,ST LAURENT EN BEAUMONT,38350
FR,STE LUCE,38970
FR,ST MARCEL BEL ACCUEIL,38080
FR,ST MAXIMIN,38530
FR,ST MURY MONTEYMOND,38190
FR,ST NAZAIRE LES EYMES,38330
FR,ST ONDRAS,38490
FR,ST PIERRE DE BRESSIEUX,38870
FR,ST PIERRE D ENTREMONT,38380
FR,ST PRIM,38370
FR,ST SAUVEUR,38160
FR,ST SEBASTIEN,38710
FR,SALAGNON,38890
FR,LE SAPPEY EN CHARTREUSE,38700
FR,SARCENAS,38700
FR,SARDIEU,38260
FR,SECHILIENNE,38220
FR,SERPAIZE,38200
FR,SICCIEU ST JULIEN ET CARISIEU,38460
FR,SILLANS,38590
FR,SOUSVILLE,38350
FR,THODURE,38260
FR,TIGNIEU JAMEYZIEU,38230
FR,VALBONNAIS,38740
FR,VALJOUFFREY,38740
FR,VARACIEUX,38470
FR,VAUJANY,38114
FR,LE VERSOUD,38420
FR,VIENNE,38200
FR,VIGNIEU,38890
FR,ABERGEMENT LA RONCE,39500
FR,ANDELOT EN MONTAGNE,39110
FR,ANDELOT MORVAL,39320
FR,ARLAY,39140
FR,LA CHAILLEUSE,39270
FR,BALANOD,39160
FR,LA BARRE,39700
FR,BARRETAINE,39800
FR,BEFFIA,39270
FR,BIARNE,39290
FR,BOIS DE GAND,39230
FR,BOISSIA,39130
FR,BRETENIERES,39120
FR,CENSEAU,39250
FR,CERNANS,39110
FR,CEZIA,39240
FR,CHAINEE DES COUPIS,39120
FR,CHAMPDIVERS,39500
FR,CHANCIA,01590
FR,CHARENCY,39250
FR,CHATEL DE JOUX,39130
FR,CHATONNAY,39240
FR,CHAUSSIN,39120
FR,NANCHEZ,39150
FR,LA CHAUX DU DOMBIEF,39150
FR,CHEMILLA,39240
FR,CHEMIN,39120
FR,CHILLY LE VIGNOBLE,39570
FR,CLUCY,39110
FR,COMMENAILLES,39140
FR,HAUTEROCHE,39570
FR,CRANS,39300
FR,LES CROZETS,39260
FR,DAMPARIS,39500
FR,LES DEUX FAYS,39230
FR,DOUCIER,39130
FR,DRAMELAY,39240
FR,EVANS,39700
FR,FAY EN MONTAGNE,39800
FR,LA FERTE,39600
FR,VILLARD REYMOND,38520
FR,VILLETTE DE VIENNE,38200
FR,VINAY,38470
FR,VIZILLE,38220
FR,VOREPPE,38340
FR,ABERGEMENT LE PETIT,39800
FR,AIGLEPIERRE,39110
FR,ARBOIS,39600
FR,ARDON,39300
FR,AROMAS,39240
FR,AUMUR,39410
FR,AVIGNON LES ST CLAUDE,39200
FR,BELLEFONTAINE,39400
FR,BIEF DES MAISONS,39150
FR,BIEF DU FOURG,39250
FR,BILLECUL,39250
FR,BOIS D AMONT,39220
FR,BONLIEU,39130
FR,BORNAY,39570
FR,LES BOUCHOUX,39370
FR,BRIOD,39570
FR,CERNIEBAUD,39250
FR,LES CHALESMES,39150
FR,CHAMBLAY,39380
FR,CHAPOIS,39300
FR,CHAREZIER,39130
FR,LA CHASSAGNE,39230
FR,LA CHAUMUSSE,39150
FR,LA CHAUX EN BRESSE,39230
FR,CHISSEY SUR LOUE,39380
FR,CHOISEY,39100
FR,CHOUX,39370
FR,COGNA,39130
FR,COISIA,39240
FR,CONDAMINE,39570
FR,COURBOUZON,39570
FR,COURLAOUX,39570
FR,COYRON,39260
FR,HAUTEROCHE,39210
FR,CUISIA,39190
FR,DARBONNAY,39230
FR,DOMBLANS,39210
FR,DOURNON,39110
FR,ECLEUX,39600
FR,VAL D EPY,39320
FR,EQUEVILLON,39300
FR,LES ESSARDS TAIGNEVAUX,39120
FR,LA FAVIERE,39250
FR,FONCINE LE BAS,39520
FR,FONTAINEBRUX,39140
FR,GROZON,39800
FR,GRUSSE,39190
FR,HAUTECOUR,39130
FR,IVORY,39110
FR,JOUHE,39100
FR,LAJOUX,01410
FR,LARNAUD,39140
FR,LARRIVOIRE,39360
FR,LE LATET,39300
FR,LAVANS LES DOLE,39700
FR,LAVANS LES ST CLAUDE,39170
FR,LEGNA,39240
FR,LEMUY,39110
FR,LOMBARD,39230
FR,LONGWY SUR LE DOUBS,39120
FR,MACORNAY,39570
FR,MALANGE,39700
FR,LA MARRE,39210
FR,L ABERGEMENT CLEMENCIAT,01400
FR,ARBENT,01100
FR,ARMIX,01510
FR,ATTIGNAT,01340
FR,BELLIGNAT,01100
FR,BELIGNEUX,01360
FR,BELLEGARDE SUR VALSERINE,01200
FR,BELLEYDOUX,01130
FR,BENY,01370
FR,BEYNOST,01700
FR,BOISSEY,01190
FR,BOLOZON,01450
FR,BREGNIER CORDON,01300
FR,BRENAZ,01260
FR,BRIORD,01470
FR,CEYZERIEU,01350
FR,CHAMPAGNE EN VALROMEY,01260
FR,CHAVANNES SUR REYSSOUZE,01190
FR,CHAVANNES SUR SURAN,01250
FR,CHAZEY BONS,01300
FR,COLOMIEU,01300
FR,CONAND,01230
FR,CORBONOD,01420
FR,CRESSIN ROCHEFORT,01350
FR,CURTAFOND,01310
FR,MAIZEROY,57530
FR,MARIMONT LES BENESTROFF,57670
FR,LA MAXE,57140
FR,MEGANGE,57220
FR,MENSKIRCH,57320
FR,METAIRIES ST QUIRIN,57560
FR,METZERESCHE,57920
FR,METZERVISSE,57940
FR,MITTERSHEIM,57930
FR,MONCHEUX,57420
FR,MONDELANGE,57300
FR,MONDORFF,57570
FR,MONNEREN,57920
FR,MONTBRONN,57415
FR,MOUTERHOUSE,57620
FR,MULCEY,57260
FR,NIDERHOFF,57560
FR,NOUILLY,57645
FR,OBERDORFF,57320
FR,OBERSTINZEL,57930
FR,OMMERAY,57810
FR,ORNY,57420
FR,OTTANGE,57840
FR,PIERREVILLERS,57120
FR,PONTOY,57420
FR,POSTROFF,57930
FR,PREVOCOURT,57590
FR,PUTTIGNY,57170
FR,RAHLING,57410
FR,REMILLY,57580
FR,BASSE RENTGEN,57570
FR,RETONFEY,57645
FR,REZONVILLE,57130
FR,RHODES,57810
FR,ST AVOLD,57500
FR,ST HUBERT,57640
FR,ST LOUIS LES BITCHE,57620
FR,STE MARIE AUX CHENES,57255
FR,SARRALBE,57430
FR,SARREGUEMINES,57200
FR,SOLGNE,57420
FR,TALANGE,57525
FR,TARQUIMPOL,57260
FR,TETERCHEN,57220
FR,THIMONVILLE,57580
FR,THIONVILLE,57100
FR,TORCHEVILLE,57670
FR,TRESSANGE,57710
FR,VAHL LES FAULQUEMONT,57380
FR,VAUDRECHING,57320
FR,VECKRING,57920
FR,VERNEVILLE,57130
FR,HAUTE VIGNEULLES,57690
FR,VOLMERANGE LES MINES,57330
FR,VOLMUNSTER,57720
FR,WALDHOUSE,57720
FR,WALTEMBOURG,57370
FR,WIESVILLER,57200
FR,WUISSE,57170
FR,XOUAXANGE,57830
FR,YUTZ,57970
FR,ZETTING,57905
FR,ZIMMING,57690
FR,ACHUN,58110
FR,ALLIGNY COSNE,58200
FR,ALLIGNY EN MORVAN,58230
FR,ARBOURSE,58350
FR,AZY LE VIF,58240
FR,BILLY CHEVANNES,58270
FR,BONA,58330
FR,BRINON SUR BEUVRON,58420
FR,LA CHARITE SUR LOIRE,58400
FR,CHATEAU CHINON VILLE,58120
FR,CHATIN,58120
FR,CHAULGNES,58400
FR,CHAUMARD,58120
FR,CHAUMOT,58800
FR,CHEVENON,58160
FR,CHIDDES,58170
FR,CIZELY,58270
FR,COLMERY,58350
FR,DIROL,58190
FR,DUN LES PLACES,58230
FR,EMPURY,58140
FR,EPIRY,58800
FR,LA FERMETE,58160
FR,FLETY,58170
FR,FOURCHAMBAULT,58600
FR,GACOGNE,58140
FR,GERMENAY,58800
FR,GERMIGNY SUR LOIRE,58320
FR,GLUX EN GLENNE,58370
FR,GRENOIS,58420
FR,HERY,58800
FR,IMPHY,58160
FR,LAVAULT DE FRETOY,58230
FR,LUCENAY LES AIX,58380
FR,LUTHENAY UXELOUP,58240
FR,LUZY,58170
FR,NEUVILLE SOUS MONTREUIL,62170
FR,NEUVIREUIL,62580
FR,NIELLES LES CALAIS,62185
FR,NOREUIL,62128
FR,NOYELLES LES HUMIERES,62770
FR,NOYELLES LES VERMELLES,62980
FR,NOYELLE VION,62810
FR,OISY LE VERGER,62860
FR,OUVE WIRQUIN,62380
FR,PEUPLINGUES,62231
FR,POMMIER,62111
FR,QUERNES,62120
FR,QUESTRECQUES,62830
FR,QUOEUX HAUT MAINIL,62390
FR,RADINGHEM,62310
FR,RAMECOURT,62130
FR,REBREUVE RANCHICOURT,62150
FR,REBREUVE SUR CANCHE,62270
FR,REBREUVIETTE,62270
FR,RECQUES SUR COURSE,62170
FR,RELY,62120
FR,REMILLY WIRQUIN,62380
FR,RETY,62720
FR,RICHEBOURG,62136
FR,RIENCOURT LES CAGNICOURT,62182
FR,RIMBOVAL,62990
FR,ROCQUIGNY,62450
FR,ROLLANCOURT,62770
FR,RUMAUCOURT,62860
FR,RUMILLY,62650
FR,ST AMAND,62760
FR,STE CATHERINE,62223
FR,ST JOSSE,62170
FR,ST LEONARD,62360
FR,ST POL SUR TERNOISE,62130
FR,SARS LE BOIS,62810
FR,SERVINS,62530
FR,SIBIVILLE,62270
FR,SIRACOURT,62130
FR,SUS ST LEGER,62810
FR,TANGRY,62550
FR,TARDINGHEN,62179
FR,TILLY CAPELLE,62134
FR,TINCQUES,62127
FR,TOURNEHEM SUR LA HEM,62890
FR,TRAMECOURT,62310
FR,TROISVAUX,62130
FR,VENDIN LES BETHUNE,62232
FR,VERTON,62180
FR,VIEIL MOUTIER,62240
FR,VILLERS AU BOIS,62144
FR,VINCLY,62310
FR,WANCOURT,62128
FR,WANQUETIN,62123
FR,WARLINCOURT LES PAS,62760
FR,WICQUINGHEM,62650
FR,WILLEMAN,62770
FR,WILLERVAL,62580
FR,WIMILLE,62126
FR,WISQUES,62219
FR,ZOTEUX,62650
FR,AUBIAT,63260
FR,AUBIERE,63170
FR,BAS ET LEZAT,63310
FR,BEAULIEU,63570
FR,BERGONNE,63500
FR,BEURIERES,63220
FR,BONGHEAT,63160
FR,BORT L ETANG,63190
FR,LA BOURBOULE,63150
FR,BUSSIERES,63330
FR,LE CENDRE,63670
FR,CEYRAT,63122
FR,CHALUS,63340
FR,CHAMPETIERES,63600
FR,CHAPDES BEAUFORT,63230
FR,CHARBONNIERES LES VARENNES,63410
FR,CHARENSAT,63640
FR,CHATEL GUYON,63140
FR,CHAUMONT LE BOURG,63220
FR,CLEMENSAT,63320
FR,CLERMONT FERRAND,63000
FR,CLERMONT FERRAND,63100
FR,COLLANGES,63340
FR,COMPAINS,63610
FR,CONDAT EN COMBRAILLE,63380
FR,COURGOUL,63320
FR,CREVANT LAVEINE,63350
FR,DALLET,63111
FR,DAUZAT SUR VODABLE,63340
FR,DORANGES,63220
FR,DORE L EGLISE,63220
FR,DURTOL,63830
FR,ECHANDELYS,63980
FR,EFFIAT,63260
FR,EGLISENEUVE D ENTRAIGUES,63850
FR,ESPIRAT,63160
FR,ESTEIL,63570
